Question,Answer
Where can I read more detailed terms and conditions of the Flipkart Plus program?,"You can view detailed terms and conditions for the Flipkart Plus program here

To know more about the terms and conditions of Plus Coins please click here"
How can I be part of Flipkart Plus program?,"The Plus program offers two membership tiers: Silver and Gold
- You will be eligible for the Silver Plus program if you have completed 10 successful orders on Flipkart (excluding any returns) in the last 365 days.
- To be a part of Flipkart Plus Gold program, you should have 20 successfully delivered orders (excluding any returns) in the last 365 days.
Once you meet the eligibility criteria, you'll receive a notification via email/SMS to be a part of the program. Alternatively, you can visit the Plus Zone on the app.
  For more details about this program, you can click on the link here"
Where can I check the expiry related details of my Flipkart Plus membership?,"You can view the details of your membership by following these simple steps:
For App
- Log in to your Account
- Click on Flipkart Plus logo
For Website
- Log in to your account
- Click on 'Account'
- Go to 'Flipkart Plus Zone'
To know more about the program click here
For more information on SuperCoins click here
 "
Can I buy Flipkart Plus membership?,"Flipkart Plus is a membership program without any fee. Every customer who shops on Flipkart gets an equal opportunity to join Flipkart Plus, solely based on the number of transactions made on the Flipkart platform. If, in the past year, you have completed a minimum of 10 transactions on Flipkart, you will be eligible for Flipkart Plus membership.
To get more information about the membership, you can also visit the Flipkart Plus Zone on our website and app.
For more information on SuperCoins click here"
What are the benefits that a Flipkart Plus Silver member gets?,"The Flipkart Plus Silver program is a customer loyalty program that one can become a part of by completing 10 successful orders without any returns in 365 days. It brings you benefits like:
1. Earning SuperCoins - 1 SuperCoins for every Rs 100 spent with a maximum 25 SuperCoins per order.
2. Early Access to Sales - Get access to select sale events such as Big Billion Days, Big Shopping Days, etc., for select products a few hours before other customers.
3. Instant Bank Discount - Avail 12% instant discount during early access period of major sales such as Big Billion Days, etc. This is applied automatically based on the terms and conditions of the partner banks offers. This benefit will be applicable from May 1, 2025.
4. Surprise Treats - Enjoy digital treats in the form of SuperCoins, Gift Cards, etc after every few orders. This benefit will be applicable from May 1, 2025.
5. SuperCoins usage - Get 5% extra savings up to Rs 100 using SuperCoins on every order. This benefit will be applicable from May 1, 2025.

For more details on this program click here
For more information on SuperCoins click here"
What are the benefits that a Flipkart Plus Gold member gets?,"Flipkart Plus Gold is a customer benefits program that offers exclusive benefits such as:
1. Earning SuperCoins - 2 SuperCoins for every Rs 100 spent, up to 25 SuperCoins per order
2. Early Access to Sales - Access to select sale events such as Big Billion Days, Big Shopping Days, etc., for select products a few hours before other customers
3. Instant Bank Discount - 15% instant discount during early access period of major sales (applied automatically based on the terms and conditions of the partner banks offer). This benefit will be applicable from May 1, 2025.
4. Surprise Treats - Digital treats in the form of SuperCoins, Gift Cards. This benefit will be applicable from May 1, 2025.
5. SuperCoins usage: 5% extra savings up to Rs 100 by redemption of 100 SuperCoins on every order. This benefit will be applicable from May 1, 2025.

For more details on this program click here
For more information on SuperCoins click here"
What are the Bank Instant Discount benefits during Early Access?,"Flipkart Plus members get exclusive bank offers during Early Access to major sale events like Big Billion Days.

- Flipkart Plus Silver members receive a 12% instant discount.

- Flipkart Plus Gold members receive a 15% instant discount.

These discounts are applied automatically during the Early Access period, based on the terms and conditions of the partner bank's offer (inclusive of the partner bank’s offer). You’ll be able to view the applicable discount on the payments page.

To know more about the program click here"
What are Surprise treats and how to get them?,"Surprise Treats are benefits like Gift Cards, and SuperCoins that you get after every few orders as part of the Plus program. You will see these on the 'Orders summary' page after placing an order and can also view these in the Plus Zone of our app.
To know more about the program click here"
Why is Flipkart changing the Plus program?,"The Plus program has been upgraded to offer additional benefits, as mentioned below, and is effective from May 1, 2025:
- Instant Bank Discount: 12% for Silver customers and 15% for Gold customers during the early access period of major sales like Big Billion Days and Big Shopping Days (applied automatically, subject to terms and conditions, and inclusive of the partner bank’s offer).
- Surprise Treats: Rewards like SuperCoins, Gift Cards, etc., after a certain number of orders.
- Extra 5% Savings: Up to Rs 100 on all products using SuperCoins.
These new benefits are in addition to the existing ones, which include:
- Earning SuperCoins on every purchase.
- Early access to sale events.
For more details on the new program, click on the link here
 "
What does the badge F-Assured mean?,"The F-Assured badge is a seal of quality and speed. Products with this badge meet our extensive quality & packaging guidelines along with having faster delivery timelines.With stringent seller & product selection combined with fast delivery, 'Plus' guarantees you a superior and hassle-free shopping experience every time."
How can I cancel my flight booking?,"Here's how you can cancel your flight booking on the Flipkart app:

1. Click on the 'flights' section and visit 'My Orders'
2. For the flight booking that you want to cancel, select the passenger's name, sector and reason for cancellation and click on 'calculate refund'
3. Check the airline fare rules and cancel the booking as desired"
What is Web check-in?,"Web check-in is the process through which you can confirm your availability for boarding a flight and get the boarding pass from the airline's website prior to your date of travel. You may also get options to choose meals, baggage, etc. and select seats as per your preference depending on the airline and the flight."
How can I do a Web check-in?,"Here's how you can easily do the web check-in for your flight:

1) Visit the online check-in page of the airline.
2) Enter your surname and Booking Reference/PNR to initiate your check-in.
3)Select the passengers you'd like to check-in.
4)You may be asked to enter advance passenger information if required by the destination country (Only for INTL flights)
5)Print your boarding pass."
What are the various payment options available for flight booking?,"You can book your flight on Flipkart Travel using any of the following payment options:
Credit/Debit Card
Net Banking
Credit card EMI
UPI
Wallets"
Can I use my card to book a flight in someone else’s name?,"Yes, but please mention the name of the person travelling as per any government ID proof under the 'Traveller's name' section."
What is a convenience fee? Why am I being charged?,"A convenience fee can also be referred to as an internet handling fee and is charged by the booking service provider. While most portals add it on the payment page, we believe in being transparent about it and showing the convenience fee on the booking details page itself. Please note that the fee is usually non-refundable if you cancel the ticket."
What is a boarding pass?,A boarding pass or boarding card is a document provided by an airline during check-in that gives passengers permission to enter the restricted area of an airport (also known as the airside portion of the airport) and to board the aeroplane for a particular flight.
How can I get the information about the terminal from where my flight is scheduled to depart?,"Information about the terminal is mentioned on the E-ticket that is sent to your registered email after your booking is confirmed. However, it is recommended that you still confirm it with the airline as terminals are subject to change."
How can I pre-select my flight seat?,"While some airlines give you the option to pre-select seats free of cost, others may charge a fee. You can pre-book seats during the web check-in process."
I want wheelchair assistance for my flight booking. How do I arrange that?,Wheelchair service is provided by all airlines free of cost. Please get in touch with the airline directly and place a wheelchair service request.
Which documents do I need to carry for a domestic/international flight?,"For a domestic flight, you will need to carry a government-approved ID (PAN card, driving license, Aadhar card, voter ID, passport) along with a digital or print copy of your ticket.

In case of an international flight, along with a digital or printed copy of your ticket, it is mandatory to carry a valid passport. You may also need a valid visa for the country you are travelling to. Please check the visa-related guidelines of that country before travelling.
 "
Which documents do I need to carry for an infant while travelling by flight?,"You can carry the date of birth certificate or passport for an infant. Vaccination cards are also accepted by a few airlines for domestic travel. However, you can get in touch with the airline for additional information."
How do I know if my booking has been confirmed?,"After booking, a confirmation email will be sent to you containing your E-ticket and PNR. If for any reason you do not receive your PNR and E-ticket in the initial confirmation email, you can expect to receive them within 5 hours. Additionally, the airline will send you a separate SMS with the booking details."
How can I get the E-ticket for my flight booking?,"An E-ticket is always sent to your registered email address right after your flight booking is confirmed. You can also view the E-ticket from the 'Orders' section of your Flipkart account on our app. Under 'orders', tap 'Travel Bookings', select the booking for which you want the E-ticket and then tap 'Email E-ticket'."
Can I make partial payments at the time of flight booking?,"No, the option to make partial payments for booking a flight is currently not available on Flipkart Travel. However, you can choose EMI as a convenient option to pay for your bookings depending on your eligibility and payment method."
What are 'No show' and 'No refund'?,"""No show' is the term used by airlines to indicate the status of a passenger who makes a reservation but neither travels nor cancels the booking before the 'No show' duration as per fare rules.
When cancellation penalties including that charged by Flipkart Travel and the airline combined are higher than the amount paid by the customer at the time of booking, the customer is not eligible for any refund except for some unutilised taxes from your booking amount and this is called as 'No refund'."""
"Can I use SuperCoins to book a flight on Flipkart Travel Travel? If yes, what is the limit?","No, currently SuperCoins cannot be used in making Flight bookings on Flipkart Travel."
"I have redeemed a coupon code for a flight booking that I have cancelled/has been cancelled by the airline, can I use the same coupon code for a new booking?",Please check the terms and conditions of the coupon to know if the coupon can be reused.
What happens if I miss my flight?,"In case you miss your flight, you will be declared a 'no show' as per airline guidelines and only some unutilised taxes from your booking amount may be refunded to you. You will have to cancel the booking on Flipkart travel to receive the refund."
Will I earn SuperCoins if I reschedule my flight booking?,"No, the option to earn SuperCoins is not available while rescheduling a flight booking."
What will happen to my SuperCoins I have used for my flight booking in case I cancel my booking?,"In case you've booked your flight using SuperCoins and cash and if you choose to cancel your booking, only the cash paid will be refunded after the deduction of cancellation charges, if applicable."
"I want to update my email id/phone number for the booking that I've just made, how do I do it?",The email address and phone number cannot be updated on our app/website once a booking is done. Please reach out to Flipkart Travel Helpdesk at 8828828282 for help with getting the same updated on the airline portal.
How can I add extra baggage/meals to my flight booking? What are the charges?,You can get in touch with Flipkart Travel Helpdesk at 8828828282 for the addition of extra baggage/meals to your flight booking. It is crucial to keep in mind that the charges will vary for every airline as per your requirements.
How much refund will I get if my flight booking is non-refundable?,"In case your flight booking is non-refundable, you will only receive the government taxes as refund that you have paid at the time of booking. The applicable refund amount will be shown before the final cancellation confirmation and you can confirm your cancellation request after reviewing the refund amount. For more details you can reach us on Flipkart Travel Helpdesk number 8828828282.
 "
The airline cancelled my flight and I want to claim a refund. What should I do?,"If the airline has cancelled your flight, please cancel your booking on the 'My Orders' Page. Once your booking is cancelled, refund will be initiated to your original payment source. For more details please call us on Flipkart Travel Helpdesk number 8828828282."
What will be the cancellation charges for my booking?,"The cancellation charges depend on the airline, sector, class of booking, and time of cancellation. To know what's applicable in your case, check the Baggage & Cancellation Policy mentioned on the booking page when you're making your reservation (In case you missed it, you can always go back to the 'My Orders' section for the Cancellation Policy). For more details you can reach us on Flipkart Travel Helpdesk number 8828828282."
How can I get the voucher for my hotel booking?,"A voucher is always sent to your registered email address right after your hotel booking is confirmed. You can also view the voucher in the 'My Orders' section of your Flipkart account. Under 'My orders', click 'Travel bookings' and select the booking for which you want the voucher."
What is a convenience fee? Why am I being charged?,"A convenience fee can also be referred to as an internet handling fee and is charged by the booking service provider. While most portals add it on the payment page, we believe in being transparent about it and showing the convenience fee on the booking details page itself. Please note that the fee is usually non-refundable if you cancel the booking."
What is a 'No show'?,'No show' is the term used by hotels to indicate the status of a traveller who makes a reservation but neither checks in nor cancels the booking.
What will happen to the SuperCoins I have used for my hotel booking in case I cancel my booking?,"In case you've booked your hotel combining SuperCoins with any other prepaid modes of payment and if you choose to cancel your booking, the number of SuperCoins redeemed for the booking will be refunded to your Flipkart account. Any amount paid using one of the prepaid modes will be refunded to the original source of payment. Please note that the final refund amount will be calculated after deducting the cancellation charges which will be applicable to the entire booking amount."
Which documents do I need to furnish for a hotel booking in India during check-in?,"You will need to carry a government-approved ID (PAN card, driving license, Aadhar card, voter ID, passport) along with a digital or printed copy of your ticket."
Which documents do I need to carry for an international hotel?,"Along with a digital or printed copy of your ticket, it is mandatory to carry a valid passport. You may also need a valid visa for the country you are travelling to. Please check the visa-related guidelines of that country before travelling."
How do I know if my hotel booking has been confirmed?,"Once you complete your hotel booking, you will receive an email with a voucher and an SMS with the booking confirmation. You can also visit the 'Travel bookings' section under 'Orders' on your app to view your booking status."
How can I cancel my hotel booking?,"Here's how you can cancel your hotel booking:
- Go to 'Orders'
- Select 'Travel bookings'
- Select the booking you want to cancel
- Tap 'Cancel booking'
- Review the Cancellation policy and tap 'Confirm' to cancel"""
"Can I use SuperCoins to book a hotel on Flipkart Travel? If yes, what is the limit?","No, currently SuperCoins cannot be used in making Hotel bookings on Flipkart Travel."
"My hotel booking has failed and the coupon code used could not be redeemed, can I use the same coupon code for another booking?","Yes, if you have not been able to redeem your coupon code due to a booking failure, you can use the same coupon code for a new booking."
Will my SuperCoins expire if I don't use them within a specific timeframe?,"Yes, SuperCoins earned will expire if not redeemed within their validity period. The validity period starts the moment it is credited to your account."
What is the BLACK program?,"BLACK is a subscription-based loyalty program on Flipkart. Customer can buy the BLACK subscription at Rs 1499 and become a member for a year and enjoy the following benefits:
- Earn extra 5% upto 100 SuperCoins on every order and a bonus of 25 SuperCoins on orders above Rs 10,000 (maximum 800 coins per month)
- Extra 5% off on all products (using SuperCoins) up to Rs 1000
- Early access to sales
- Return pickup is available within 48 hours on selected pin codes, upon approval, for selected products. Return pickup is not applicable for large appliances such as televisions, refrigerators, air conditioners, furniture, or any product replacement.
- One free domestic flight cancellation/reschedule for domestic flight bookings on Cleartrip, starting from October 3, 2023
- Get an extra discount of up to 15% on selected hotels with Cleartrip hotel bookings.
- Priority customer support (no wait time, dedicated agent desk)
- Youtube Premium subscription
- 15% instant bank discount during Early Access of select major sales, including Republic Day Sale, May Sale etc"
How can I get the BLACK subscription?,"Here's how you can become a BLACK member on Flipkart:

- Go to the 'Categories' section on the homepage.
- Go to the 'Have you tried' section and click on 'View All'
- Tap on 'BLACK' and select the option 'Become a BLACK'.

You can pay the subscription fee to enroll in our subscription program, and enjoy exclusive benefits & rewards that come with it."
How does the cashback system work in the BLACK Subscription?,"BLACK members will receive 5% cashback in the form of SuperCoins up to 100 on every order and a bonus of 25 SuperCoins on orders above Rs 10,000 (maximum 800 coins per month). These SuperCoins can be used to avail discounts on future purchases to get an extra 5% off up to Rs 1000 on all products using SuperCoins."
"I am a BLACK customer, how do I get early access to sales?",You will receive notifications or exclusive access links to sales events on Flipkart via SMS/push notifications before they are open to other customers. You can then shop for your favourite products and avail the deals and offers on them as part of those sale events.
Can I cancel my BLACK membership? Is the membership fee refundable?,"No, the BLACK membership cannot be cancelled and membership fee is non-refundable. However, the program's benefits and perks are available to you for the entire duration of your membership."
Can I renew my BLACK Subscription membership after it expires?,"Yes, you can renew your membership once it expires to continue enjoying the benefits for another year."
How can I access priority customer support?,You will be able to get in touch with our priority customer support team from the 'Orders' section of our app. Select the desired order and click on 'Need help' to get the option to get in touch with our BLACK priority customer support.
Are there any restrictions on using the 5% discount on products?,"The benefit of an extra 5% off using SuperCoins is applicable on all products sold on Flipkart, except for any exclusions as per the BLACK terms and conditions."
How do I avail the free flight cancellation on Cleartrip?,"As a part of our BLACK program, you can cancel your domestic flight bookings on Cleartrip without any additional charge only once during the subscription period. To avail of this you'll need to buy the CT FlexMax plan while booking your flight on Cleartrip at Re 1. Please note this offer will be applicable only on bookings made on and after October 3, 2023. "
"How can I track my SuperCoins, benefits, and other BLACK Subscription details?","You can easily track your SuperCoins, benefits, and program details by visiting the BLACK zone from the Homepage of your Flipkart app.
 "
What convenience benefits do I get as a BLACK member?,You get convenient benefits like faster returns that will be processed within 48 hours for select products on Flipkart (except for grocery) in select pincodes.
Can I use the free flight cancellation benefit for any Cleartrip booking?,"Yes, from October 3, 2023, onwards, the free flight cancellation benefit applies to any domestic flight booking made through Cleartrip as part of our BLACK Subscription. You can add the CT FlexMax plan while booking your flight on Cleartrip for Re 1 to avail of this benefit. Please note domestic flight bookings on Flipkart are not eligible for this benefit."
Will I still earn BLACK Subscription benefits if I use additional discounts or coupon codes during checkout?,"Yes, you will still earn cashback as SuperCoins and be eligible for other BLACK Subscription benefits, even if you use additional discounts or coupon codes, unless stated otherwise in the offer terms and conditions. Please read terms and conditions of any offer before applying it to your order.
 "
Is the price shown on the product page for 2-wheelers the final amount?,"Price shown on the product page is the ex-showroom price of the vehicle. You need to pay for registration, insurance, any other accessories, and value-added services opted as applicable."
Can I pay for the 2-wheeler registration and insurance on Flipkart?,"Yes, you can pay the vehicle's insurance and registration fee during purchase on Flipkart. These charges will be added at checkout, but you can opt out and pay directly at the brand-authorized dealer."
Will I get any extra discount/no-cost EMI at the Brand authorised dealership for insurance and vehicle registration charges?,Please contact the authorised dealer for discount details on insurance if purchased from them. Vehicle registration charge is a government tax and does not include discounts or EMI options.
I have bought the 2-wheeler but I want to have a different model. What should I do?,"In case you want to buy a different model than the one you have already purchased, you can cancel the existing order and place a new order for the desired model. Please note, the option to cancel the order will not be available after the submission of documents required for processing registration."
What is the advantage of buying a 2-wheeler on Flipkart?,"If you choose to buy the 2-wheeler on Flipkart, you can collect the vehicle within 15 days from the brand authorised dealers. In case you book the vehicle at a showroom, it may take up to 90 days for the vehicle to be delivered."
What is the process after paying the ex-showroom price for a 2-wheeler on Flipkart?,"After paying the ex-showroom price for the 2-wheeler, the authorised dealer will contact you within 48 hours to start the registration process. You'll need to visit the dealer to submit documents, and the vehicle will be handed over within 7-10 days at the dealer's location."
What are the documents required for the entire process of buying a 2-wheeler on Flipkart?,"You need to submit the following documents to the brand authorised dealer to complete the purchase of a 2-wheeler:
- Aadhar Card-
- Pan Card
- Address proof
- Passport size photo"
Can I submit my documents online for a 2-wheeler and not visit the brand authorised dealer?,"Yes, you can submit the required documents via email. The authorised dealer will assist you in case a hard copy is needed for documentation."
What will happen if the Brand authorised dealer who will contact me is very far from my location?,"Rest assured, the nearest authorised dealer will contact you for your 2-wheeler purchase on Flipkart. If no nearby dealer is available, the order will be cancelled."
How do I track my order for the 2-wheeler?,You can track your 2-wheeler order status in the 'Orders' section of your Flipkart account or contact the authorised dealer for updates.
Can I choose my own insurance partner for a 2-wheeler?,"You can purchase insurance on Flipkart, from the dealer, or any other provider. If choosing another provider, share the details with the dealer to start the registration process."
Can I buy more than one Hero MotoCorp in my name/through Flipkart account?,"Yes, you can buy more than one vehicle from your Flipkart account."
Do I need to have a driving license to drive Hero MotoCorp 2-wheelers?,Please note that you will need a 2-wheeler license to ride Hero MotoCorp 2-wheelers.
What after-sales services are being provided by Flipkart for Hero MotoCorp 2-wheelers?,"Please note, Flipkart does not provide after-sales services. For assistance, contact the brand's customer support or the authorised dealer."
"In case I want to relocate to a different state, do I need to get the Hero MotoCorp vehicle registered in that state also, and will the brand help me with that?","In case you relocate to a different state, please contact the local Regional Transport Office for assistance with the registration change."
Will Flipkart deliver the 2-wheeler to my home?,"No, the brand-authorised dealer will contact you after registration to hand over the vehicle at their location."
Will the brand cross-sell/up sell when I visit the brand authorised dealer?,"Once you've completed the purchase on Flipkart, the brand authorised dealer won't market other products but may recommend suitable accessories."
Will the brand cross-sell/up sell when I visit the brand authorised dealer?,"Once you've completed the purchase on Flipkart, the brand authorised dealer won't market other products but may recommend suitable accessories."
What are the accepted address proofs that I can use for registration for the purchase of a Hero MotoCorp 2-wheeler on Flipkart?,"The documents required as address proof at the Regional Transport Office (RTO) may vary by state. Commonly accepted address proof documents include:
Aadhaar Card
Passport
Bank Passbook
Voter ID
Electricity Bill
LPG Connection Bill
Water Bill
Registered Rental Agreement"
Can I pay for the a OLA vehicle's registration and insurance on Flipkart?,"Currently, you can't pay for registration and insurance on Flipkart. The registration fee must be paid on the OLA app. You can buy insurance from the dealer or any other provider."
What is the process after paying the ex-showroom price for a OLA 2-wheeler on Flipkart?,"After paying the ex-showroom price on Flipkart, you need to register and pay RTO and handling fees on the OLA app. You can visit the authorised dealer to submit documents, and your 2-wheeler will be delivered in 7-10 days."
Will I get the option to test drive a 2-wheeler? How many times will I be allowed to take a test drive in the same order?,You can contact the brand authorised dealer for any test drive-related queries.
Will I get the option to test drive a 2-wheeler? How many times will I be allowed to take a test drive in the same order?,You can contact the brand authorised dealer for any test drive-related queries.
Is there any loan facility available for the purchase of 2-wheeler on Flipkart?,"Loan option provided by IDFC is available for only eligble customers. Tap the 'Buy with EMI' option to check and confirm the eligibility.
 "
"The address while ordering the Hero MotoCorp 2-wheeler on Flipkart is different from the one on my address proof (Aadhaar Card), what should I do now?","Please cancel the order and place a new one with the correct address. For assistance, you can also contact the brand-authorised dealer."
"In case I want to relocate to a different state, do I need to get the Ather vehicle registered in that state also and will the brand help me with that?","In case you relocate to a different state, please contact the local Regional Transport Office for assistance with registration change."
Is the price shown on the product page for Hero MotoCorp 2-wheelers the final amount?,"Please note, the price shown on the product page is the tentative on-road price for your location. You will also have to pay for registration, insurance, any other accessories and value-added services opted as applicable at the brand authorised dealer."
Can I pay for a Hero MotoCorp vehicle's registration and insurance on Flipkart?,"Currently, the option to pay for the registration and insurance is not available on Flipkart. Please note, the vehicle registration amount needs to be paid directly to the brand authorised dealer. You can choose to buy vehicle insurance from the dealer or on your own from a different insurance service provider."
Will I get any extra discount/no-cost EMI at Hero MotoCorp dealership for insurance and vehicle registration charges?,"Please reach out to the brand authorised dealer for any discount-related information if the service is being purchased from them. Kindly note, the vehicle registration charge is a government tax and is the same for all. It does not include any discount or the option to pay through EMI."
The option to buy a Hero MotoCorp 2-wheeler is not available at my pincode. What should I do?,"Sorry, the option to purchase the 2-wheeler is available only in select cities. Rest assured, the brand authorised dealers are working on expanding this."
What is the warranty being offered by Hero MotoCorp?,"Hero MotoCorp motorcycles come with a warranty of 5 years or 70,000 kilometers and scooters come with a warranty of 5 years or 50,000 kilometers, whichever is completed earlier."
Can I buy more than one Hero MotoCorp in my name/through Flipkart account?,"Yes, you can buy more than one vehicle from your Flipkart account."
Do I need to have a driving license to drive Hero MotoCorp 2-wheelers?,Please note that you will need a 2-wheeler license to ride Hero MotoCorp.
Do I get a spare tyre with a Hero MotoCorp 2-wheeler?,"No, a spare tyre is not provided with Hero MotoCorp 2-wheelers."
What after-sales services are being provided by Flipkart for Hero MotoCorp 2-wheelers?,"Please note, there will be no after-sales services provided by Flipkart. Kindly contact the brand's customer support for any assistance needed after the purchase of the vehicle. You can also check with the brand authorised dealer."
"In case I want to relocate to a different state, do I need to get the Hero MotoCorp vehicle registered in that state also, and will the brand help me with that?","In case you relocate to a different state, please contact the local Regional Transport Office for assistance with registration change."
Will Flipkart deliver the Hero MotoCorp 2-wheeler to my home?,"No, after the registration process, the brand authorised dealer will contact you to handover the vehicle at the dealer's location."
Will Hero MotoCorp cross-sell/up sell when I visit the brand authorised dealer?,"Please note, once you've completed the purchase on Flipkart, the brand authorised dealer will not market any other products. However, they may recommend accessories that may be suitable for your vehicle."
"The address while ordering the Hero MotoCorp 2-wheeler on Flipkart is different from the one on my address proof (Aadhaar Card), what should I do now?","Please cancel the order and place a new order with the correct address. For more details, you can also contact the brand authorised dealer."
What are the accepted address proofs that I can use for registration so that I can ensure that I have the required documents before making the purchase for a Hero MotoCopr 2-wheeler on Flipkart?,"Regional Transport Office mein jo documents address proof ke taur pe jama dene hote hain veh state ke anusaar alag alag ho sakte hain. Haalanki, yeh saare documents address proof ke taur pe aksar maange jaate hain:
- Aadhar Card
- Passport
- Bank Passbook
- Voter ID
- Electricity bill
- LPG Connection bill
- Water bill
- Registered Rental Agreement"
What conditions can cause the price to be reduced?,"For Non Mobiles - If the product has any body/functional damage then it may lead to reduction in price value.
Example - Body damage, cracks, dents, rust, product not turning ON, Key board/buttons not working, lining on screen, flickering issue, spots, dead pixel, accessories or part missing etc.

For Mobiles - If the product has any body/functional damage then it may lead to reduction in price value.
Example - Body damage, cracks, dents, rust, product not turning ON, Key board/buttons not working, lining on screen, flickering issue, spots, dead pixel, accessories or part missing, manufacturing box not available etc"
How do I keep my Product ready for pickup?,"Washing Machine - Unplug the washing machine and make sure that the water is drained to keep it ready for pickup.
Refrigrator - Unplug the refrigerator and make sure that it is defrosted. Clean the refrigerator and ensure that it does not have water or food items in it. A Flipkart executive will verify your product by powering it on.
Television - Unplug the television and have it dismounted from the fixtures to keep it ready for pickup.
Mobile -
- Ensure all your data is backed up and cleared from your old phone
- Remove the memory card
- All forms of screen lock viz; pattern, pin, password, fingerprint, face recognition, smart lock, etc. needs to be deactivated
- iCloud lock (Apple phones) is not removed.
- Keep your phone charged to at least 50% to ensure that the pickup executive can conduct all the tests without the battery running out"
Will I get a proof of exchange for my old Product?,Yes. You will get an acknowledgement along with your e-bill to your registered email address once your old product is picked up.
How do I ‘exchange later’ my Phone on Flipkart?,"Here pickup of your old phone will be done 10 days after the delivery of your new phone. This delay is to allow you to transfer your data to the new phone at your convenience. You will have to pay the full price of the new phone and if the pickup of the old product happens, you will get the value after pickup in your preferred mode of payment (Flipkart Gift Vouchers, UPI or bank transfer), depending on the payment mode selected.

In case you do not choose any preferred payment mode before pickup happens on order details page, you will get the value in your Flipkart Gift Card account"
How is the exchange price decided?,The exchange price is decided based on the product condition that you specified while placing the order.
Where can I find the exchange price?,"You can find the exchange price in the ""View checks"" page in the ""My orders"" section under the new product you ordered."
Can the exchange price be lower than when I placed the order?,"Yes. Based on the condition of your product , the price may be reduced during the exchange."
Does the price vary based on product condition for all pin codes?,"No, this feature is only available for select pin codes. For other pin codes, bad product conditions will lead to rejection. Check the eligibility on the exchange page in the ""Read all checks"" section."
Should I have the bill for my old product to exchange it?,No. You don’t need the bill for your product to exchange it.
Can I exchange more than one product at a time?,"No, you can only exchange one washing machine at a time."
Is it possible to deliver my new product and pick up my old one at different addresses?,"No. Since the delivery and pick-up happen at the same time, we’ll only be able to pick up and deliver to a single location."
"If I wish to return the new product bought with an exchange, will I get my old one back?","No, we won’t be able to get your old product . However, an EGV equal to the exchange price, would be provided once the new one is picked up."
Can I exchange a different product from the one mentioned during the order placement?,No. You can only exchange the product that you’ve mentioned while placing your order
Why am I being charged for availing the exchange?,"To cover the costs of picking up, packing, and shipping your old appliance to the seller, a nominal fee is being charged for the exchange."
Can I exchange a product received under a Government/NGO scheme?,"No. Due to legal reasons, you will not be able to exchange an appliance you received under a government/NGO scheme."
Can I cancel my Exchange Later order?,"Yes, you can ask the delivery executive to cancel it"
What is the process for exchanging my old product while I am purchasing a new one?,"You can take advantage of the exchange offer in two ways when you purchase a new item based on type of product:
Regular Exchange:
As part of this exchange offer, old item will be picked up while the new product is being delivered. A delivery executive will inspect your old item during new product delivery. If it passes all checks, the delivery executive will pick it up and hand over the new product. The final price for your exchange product will depend on the actual condition of the product.
Exchange Later:
As part of this offer, you can exchange your old product approximately within 7 days after you get your new one and you can view the actual pickup date while you place the new order. This service is enabled to give you enough time to transfer data from your old phone to the new phone. Once the exchange is successful based on checks at the doorstep, the exchange value will be credited to your preferred mode of payment after pickup of the old product."
What conditions of the product will lead to its rejection?,"Your exchange product can get rejected for the following reasons:
Mobiles:
- Phone doesn't switch ON
- Brand/ model is different from what was specified at the time of placing the order
- Phone is locked
Other products:
- Brand/ capacity/size/ model is different from what was specified at the time of placing order
- Product is not dismantled / uninstalled
- Product is not genuine
For more details, you can refer to the respective links for each category:
Mobile - https://www.flipkart.com/pages/prexo-mobile/
Geyser - https://www.flipkart.com/pages/prexo-geysers
Air cooler - https://www.flipkart.com/pages/prexo-aircooler
Chimney - https://www.flipkart.com/pages/prexo-chimney
TV - https://www.flipkart.com/pages/prexo-televisions
Water purifier - https://www.flipkart.com/pages/prexo-waterpurifier
Microwave - https://www.flipkart.com/pages/prexo-microwaves
Vacuum cleaner - https://www.flipkart.com/pages/prexo-vacuumcleaner
Washing machine - https://www.flipkart.com/pages/prexo-washing-machine
Refrigerator - https://www.flipkart.com/pages/prexo-refrigerator"
How do I get invoices for my previous orders without having to check my e-mails?,"You can easily send invoices to your email ID from your Flipkart account. To do so, visit My Account › Orders, choose the order for which you'd like the invoice for and click on the 'E-mail Invoice' option."
What is GSTIN Invoicing feature?,"Through GSTIN Invoicing feature customers can enter their business entity details and GSTIN associated with the business entity in order to receive a tax invoice containing these details to claim input tax credit. Please note, this is available on select products for business purchases sold by participating sellers."
Who are all eligible for this GSTIN feature?,Customers that have GSTIN registered for their business entity can avail this feature. Please note that this is currently available on select products for business purchases sold by participating sellers. Customers can enter GSTIN and business entity name while placing the order to receive a tax invoice containing these details to claim input tax credit.
What should I do if I don't get the invoice for my order?,"Sellers send a hard copy of the invoice with the shipments. A soft copy is also emailed to you within 24 hours of delivery.
You can also visit Account › My Orders page to get invoices for your orders."
How can I become a seller and start selling products on Flipkart?,"To become a seller on Flipkart, register here: https://seller.flipkart.com with your details."
